Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Office Supplies,Rockville,United States,Sheri Gordon,Xerox,02-10-2016,CA-2016-140375,20852,Xerox 202,$9.00,East,Consumer,05-10-2016,Second Class,Maryland,Paper,0,1,0.48,3,19
Office Supplies,Baltimore,United States,Cindy Chapman,Other,30-09-2018,CA-2018-144225,21215,Green Bar Computer Printout Paper,$81.00,East,Consumer,02-10-2018,Second Class,Maryland,Paper,0,1,0.49,3,165
Office Supplies,Quincy,United States,Ted Butterfield,Xerox,27-08-2017,CA-2017-145982,02169,Xerox 1919,$60.00,East,Consumer,01-09-2017,Second Class,Massachusetts,Paper,0,1,0.49,3,123
Office Supplies,New York City,United States,Delfina Latchford,Xerox,08-12-2018,CA-2018-145226,10035,Xerox 1996,$9.00,East,Consumer,10-12-2018,Second Class,New York,Paper,0,1,0.48,3,19
Office Supplies,New York City,United States,Delfina Latchford,SAFCO,08-12-2018,CA-2018-145226,10035,Safco Industrial Wire Shelving System,$0.00,East,Consumer,10-12-2018,Second Class,New York,Storage,0,1,0,3,273
Office Supplies,New York City,United States,Fred McMath,Rogers,17-06-2017,CA-2017-145842,10024,"Rogers Jumbo File, Granite",$0.00,East,Consumer,20-06-2017,Second Class,New York,Storage,0,1,0.01,3,41
Office Supplies,New York City,United States,James Galang,Other,05-12-2017,CA-2017-108434,10024,"Dual Level, Single-Width Filing Carts",$121.00,East,Consumer,07-12-2017,Second Class,New York,Storage,0,1,0.26,3,465
Office Supplies,New York City,United States,Denny Blanton,Tenex,17-03-2018,CA-2018-140949,10011,"Tenex File Box, Personal Filing Tote with Lid, Black",$12.00,East,Consumer,22-03-2018,Second Class,New York,Storage,0,1,0.26,3,47
Office Supplies,New York City,United States,Annie Zypern,Other,12-05-2016,CA-2016-130876,10024,Portable Personal File Box,$10.00,East,Consumer,16-05-2016,Second Class,New York,Storage,0,1,0.27,3,37
Office Supplies,Paterson,United States,Becky Pak,Holmes,28-06-2017,CA-2017-154767,07501,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",$121.00,East,Consumer,30-06-2017,Second Class,New Jersey,Appliances,0,1,0.44,4,275
Office Supplies,Wilmington,United States,Pierre Wener,Sanford,23-11-2016,CA-2016-144274,19805,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",$6.00,East,Consumer,25-11-2016,Second Class,Delaware,Art,0,1,0.43,4,13
Office Supplies,Quincy,United States,Ted Butterfield,Other,27-08-2017,CA-2017-145982,02169,Staples,$5.00,East,Consumer,01-09-2017,Second Class,Massachusetts,Fasteners,0,1,0.45,4,12
Office Supplies,Meriden,United States,Ted Butterfield,Xerox,02-09-2018,CA-2018-145037,06450,Xerox 191,$38.00,East,Consumer,07-09-2018,Second Class,Connecticut,Paper,0,1,0.47,4,80
Office Supplies,New York City,United States,Duane Noonan,Xerox,08-10-2015,CA-2015-119977,10011,Xerox 197,$56.00,East,Consumer,13-10-2015,Second Class,New York,Paper,0,1,0.45,4,124
Office Supplies,New York City,United States,Tim Brockman,Xerox,09-10-2016,CA-2016-141040,10024,Xerox 1895,$11.00,East,Consumer,13-10-2016,Second Class,New York,Paper,0,1,0.45,4,24
Office Supplies,Providence,United States,Bill Donatelli,Xerox,12-04-2018,CA-2018-122735,02908,Xerox 1948,$18.00,East,Consumer,15-04-2018,Second Class,Rhode Island,Paper,0,1,0.45,4,40
Office Supplies,New York City,United States,Delfina Latchford,Iris,08-12-2018,CA-2018-145226,10035,Iris Project Case,$8.00,East,Consumer,10-12-2018,Second Class,New York,Storage,0,1,0.26,4,32
Office Supplies,Cranston,United States,Anne McFarland,Other,31-10-2015,CA-2015-145387,02920,Lumber Crayons,$19.00,East,Consumer,02-11-2015,Second Class,Rhode Island,Art,0,1,0.38,5,49
Office Supplies,Quincy,United States,Ted Butterfield,Wilson Jones,27-08-2017,CA-2017-145982,02169,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",$14.00,East,Consumer,01-09-2017,Second Class,Massachusetts,Binders,0,1,0.48,5,29
Office Supplies,Providence,United States,Bill Donatelli,Storex,12-04-2018,CA-2018-122735,02908,Storex Dura Pro Binders,$13.00,East,Consumer,15-04-2018,Second Class,Rhode Island,Binders,0,1,0.45,5,30
Office Supplies,New York City,United States,Denny Blanton,Avery,17-03-2018,CA-2018-140949,10011,Avery 496,$9.00,East,Consumer,22-03-2018,Second Class,New York,Labels,0,1,0.48,5,19
Office Supplies,Oceanside,United States,Dianna Vittorini,Tennsco,09-11-2016,CA-2016-146486,11572,Tennsco Industrial Shelving,$5.00,East,Consumer,14-11-2016,Second Class,New York,Storage,0,1,0.02,5,245
Office Supplies,New York City,United States,Jennifer Jackson,Fellowes,28-09-2016,CA-2016-120915,10035,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",$76.00,East,Consumer,03-10-2016,Second Class,New York,Appliances,0,1,0.26,6,294
Office Supplies,New York City,United States,Denny Blanton,Other,17-03-2018,CA-2018-140949,10011,Lumber Crayons,$22.00,East,Consumer,22-03-2018,Second Class,New York,Art,0,1,0.38,6,59
Office Supplies,Fairfield,United States,Shirley Jackson,XtraLife,01-12-2017,CA-2017-157336,06824,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",$41.00,East,Consumer,05-12-2017,Second Class,Connecticut,Binders,0,1,0.46,6,88
Office Supplies,Hagerstown,United States,Trudy Brown,Angle-D,17-11-2018,US-2018-116505,21740,"Angle-D Binders with Locking Rings, Label Holders",$21.00,East,Consumer,21-11-2018,Second Class,Maryland,Binders,0,1,0.47,6,44
Office Supplies,Oceanside,United States,Dianna Vittorini,Poly,09-11-2016,CA-2016-146486,11572,Poly String Tie Envelopes,$6.00,East,Consumer,14-11-2016,Second Class,New York,Envelopes,0,1,0.47,6,12
Office Supplies,Nashua,United States,Vivian Mathis,Other,04-09-2018,US-2018-166394,03060,Staples,$7.00,East,Consumer,06-09-2018,Second Class,New Hampshire,Fasteners,0,1,0.47,6,15
Office Supplies,Wilmington,United States,Pierre Wener,Other,23-11-2016,CA-2016-144274,19805,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",$21.00,East,Consumer,25-11-2016,Second Class,Delaware,Paper,0,1,0.47,6,44
Office Supplies,Wilmington,United States,Pierre Wener,Xerox,23-11-2016,CA-2016-144274,19805,Xerox 226,$19.00,East,Consumer,25-11-2016,Second Class,Delaware,Paper,0,1,0.48,6,39
Office Supplies,New York City,United States,Bart Folk,Other,05-12-2018,CA-2018-117128,10024,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",$10.00,East,Consumer,08-12-2018,Second Class,New York,Paper,0,1,0.46,6,22
Office Supplies,New York City,United States,David Flashing,Xerox,26-12-2016,CA-2016-124933,10009,Xerox 1906,$100.00,East,Consumer,30-12-2016,Second Class,New York,Paper,0,1,0.47,6,213
Office Supplies,New York City,United States,Nora Preis,Tennsco,12-08-2017,CA-2017-105459,10024,Tennsco 6- and 18-Compartment Lockers,$286.00,East,Consumer,17-08-2017,Second Class,New York,Storage,0,1,0.18,6,1591
Office Supplies,Perth Amboy,United States,Kelly Andreada,Sanford,20-02-2016,CA-2016-152611,08861,Sanford 52201 APSCO Electric Pencil Sharpener,$75.00,East,Consumer,23-02-2016,Second Class,New Jersey,Art,0,1,0.26,7,287
Office Supplies,Lawrence,United States,Denny Blanton,GBC,08-08-2016,CA-2016-129322,01841,GBC DocuBind P50 Personal Binding Machine,$210.00,East,Consumer,10-08-2016,Second Class,Massachusetts,Binders,0,1,0.47,7,448
Office Supplies,Everett,United States,Carl Ludwig,Wilson Jones,15-09-2018,CA-2018-121888,02149,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,$116.00,East,Consumer,17-09-2018,Second Class,Massachusetts,Binders,0,1,0.48,7,242
Office Supplies,New York City,United States,Sally Matthias,Avery,23-06-2017,US-2017-154256,10035,Avery 487,$12.00,East,Consumer,27-06-2017,Second Class,New York,Labels,0,1,0.47,7,26
Office Supplies,Morristown,United States,Annie Thurman,Sanyo,23-11-2016,CA-2016-123113,07960,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",$735.00,East,Consumer,27-11-2016,Second Class,New Jersey,Appliances,0,1,0.28,8,2625
Office Supplies,Baltimore,United States,Herbert Flentye,Avery,03-09-2017,US-2017-147711,21215,Avery 486,$27.00,East,Consumer,08-09-2017,Second Class,Maryland,Labels,0,1,0.47,8,58
Office Supplies,New York City,United States,Chad McGuire,REDIFORM,31-03-2018,CA-2018-100524,10011,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",$36.00,East,Consumer,02-04-2018,Second Class,New York,Paper,0,1,0.48,8,75
Office Supplies,New York City,United States,Denny Blanton,Other,17-03-2018,CA-2018-140949,10011,"Neat Ideas Personal Hanging Folder Files, Black",$28.00,East,Consumer,22-03-2018,Second Class,New York,Storage,0,1,0.26,8,107
Office Supplies,Troy,United States,Gary McGarr,Sanford,29-07-2018,CA-2018-146031,12180,Sanford Liquid Accent Highlighters,$22.00,East,Consumer,01-08-2018,Second Class,New York,Art,0,1,0.37,9,60
Office Supplies,Auburn,United States,Richard Eichhorn,Acco,14-07-2017,CA-2017-169215,13021,Acco Hot Clips Clips to Go,$13.00,East,Consumer,18-07-2017,Second Class,New York,Fasteners,0,1,0.45,9,30
Office Supplies,Quincy,United States,Ted Butterfield,Southworth,27-08-2017,CA-2017-145982,02169,Southworth 25% Cotton Linen-Finish Paper & Envelopes,$37.00,East,Consumer,01-09-2017,Second Class,Massachusetts,Paper,0,1,0.45,9,82
Office Supplies,New York City,United States,Lisa DeCherney,Other,29-09-2015,CA-2015-124856,10011,"Dual Level, Single-Width Filing Carts",$363.00,East,Consumer,03-10-2015,Second Class,New York,Storage,0,1,0.26,9,1396
Office Supplies,Fairfield,United States,Maris LaWare,Acco,14-11-2015,CA-2015-125556,06824,Acco 3-Hole Punch,$21.00,East,Consumer,16-11-2015,Second Class,Connecticut,Binders,0,1,0.48,10,44
Office Supplies,Everett,United States,Sandra Flanagan,Xerox,01-11-2018,CA-2018-104136,02149,Xerox 1939,$91.00,East,Consumer,04-11-2018,Second Class,Massachusetts,Paper,0,1,0.48,10,190
Office Supplies,New York City,United States,Kelly Andreada,Southworth,11-03-2015,CA-2015-158337,10024,"Southworth 100% Résumé Paper, 24lb.",$49.00,East,Consumer,14-03-2015,Second Class,New York,Paper,0,1,0.45,14,109
Office Supplies,New York City,United States,Christina DeMoss,Avery,05-11-2018,CA-2018-102925,10024,Avery Premier Heavy-Duty Binder with Round Locking Rings,$4.00,East,Consumer,10-11-2018,Second Class,New York,Binders,0.2,1,0.33,1,11
Office Supplies,Cleveland,United States,Dan Campbell,Hunt,24-03-2017,CA-2017-130911,44105,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",$2.00,East,Consumer,26-03-2017,Second Class,Ohio,Art,0.2,1,0.09,2,19
Office Supplies,Freeport,United States,Mary O'Rourke,GBC,28-11-2015,CA-2015-121167,11520,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",$6.00,East,Consumer,30-11-2015,Second Class,New York,Binders,0.2,1,0.35,2,17
Office Supplies,New York City,United States,Brian DeCherney,GBC,25-12-2017,CA-2017-111941,10035,GBC Premium Transparent Covers with Diagonal Lined Pattern,$12.00,East,Consumer,28-12-2017,Second Class,New York,Binders,0.2,1,0.35,2,34
Office Supplies,New York City,United States,Greg Tran,Other,13-06-2017,CA-2017-126795,10024,Premium Transparent Presentation Covers by GBC,$12.00,East,Consumer,16-06-2017,Second Class,New York,Binders,0.2,1,0.35,2,34
Office Supplies,New York City,United States,Natalie DeCherney,GBC,13-07-2016,CA-2016-114069,10035,GBC Plastic Binding Combs,$4.00,East,Consumer,15-07-2016,Second Class,New York,Binders,0.2,1,0.36,2,12
Office Supplies,New York City,United States,Pauline Johnson,Other,18-07-2016,CA-2016-122973,10024,Economy Binders,$1.00,East,Consumer,20-07-2016,Second Class,New York,Binders,0.2,1,0.36,2,3
Office Supplies,Lancaster,United States,Darrin Martin,Xerox,24-08-2018,CA-2018-139717,43130,Xerox 1966,$4.00,East,Consumer,26-08-2018,Second Class,Ohio,Paper,0.2,1,0.36,2,10
Office Supplies,Cleveland,United States,Karl Braun,SAFCO,27-12-2015,US-2015-159611,44105,Safco Industrial Shelving,-$25.00,East,Consumer,01-01-2016,Second Class,Ohio,Storage,0.2,1,-0.21,2,118
Office Supplies,Lancaster,United States,Dennis Kane,SAFCO,12-11-2018,CA-2018-166835,17602,"SAFCO Commercial Wire Shelving, Black",-$55.00,East,Consumer,14-11-2018,Second Class,Pennsylvania,Storage,0.2,1,-0.25,2,221
Office Supplies,Columbus,United States,Maxwell Schwartz,Acme,19-08-2015,US-2015-164616,43229,Acme Kleencut Forged Steel Scissors,$1.00,East,Consumer,21-08-2015,Second Class,Ohio,Supplies,0.2,1,0.13,2,9
Office Supplies,Columbus,United States,Pauline Johnson,Newell,18-08-2018,CA-2018-163069,43229,Newell 325,$1.00,East,Consumer,21-08-2018,Second Class,Ohio,Art,0.2,1,0.13,3,10
Office Supplies,Kent,United States,John Huston,Newell,27-01-2018,CA-2018-117870,44240,Newell 312,$2.00,East,Consumer,30-01-2018,Second Class,Ohio,Art,0.2,1,0.13,3,14
Office Supplies,New York City,United States,Denny Blanton,Acco,17-03-2018,CA-2018-140949,10011,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",$3.00,East,Consumer,22-03-2018,Second Class,New York,Binders,0.2,1,0.34,3,9
Office Supplies,New York City,United States,Shui Tom,Avery,23-09-2015,CA-2015-163559,10035,Avery Arch Ring Binders,$47.00,East,Consumer,28-09-2015,Second Class,New York,Binders,0.2,1,0.34,3,139
Office Supplies,Rochester,United States,Melanie Seite,Acco,23-07-2016,CA-2016-124044,14609,Acco 3-Hole Punch,$4.00,East,Consumer,26-07-2016,Second Class,New York,Binders,0.2,1,0.35,3,11
Office Supplies,Long Beach,United States,Christine Sundaresam,Wilson Jones,07-07-2018,CA-2018-105053,11561,Wilson Jones Active Use Binders,$6.00,East,Consumer,09-07-2018,Second Class,New York,Binders,0.2,1,0.36,3,17
Office Supplies,Reading,United States,Ted Butterfield,Other,21-03-2018,CA-2018-117156,19601,Colored Envelopes,$3.00,East,Consumer,23-03-2018,Second Class,Pennsylvania,Envelopes,0.2,1,0.33,3,9
Office Supplies,Bowling Green,United States,Maurice Satty,Avery,24-08-2016,CA-2016-123939,43402,Avery 474,$3.00,East,Consumer,26-08-2016,Second Class,Ohio,Labels,0.2,1,0.36,3,7
Office Supplies,Fairfield,United States,Larry Tron,Other,04-12-2018,CA-2018-160031,45014,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",$23.00,East,Consumer,07-12-2018,Second Class,Ohio,Paper,0.2,1,0.31,3,74
Office Supplies,Philadelphia,United States,Logan Currie,Xerox,09-09-2015,CA-2015-102869,19140,Xerox 210,$5.00,East,Consumer,14-09-2015,Second Class,Pennsylvania,Paper,0.2,1,0.35,3,16
Office Supplies,Toledo,United States,Art Foster,Acco,10-11-2017,CA-2017-115588,43615,Acco Perma 4000 Stacking Storage Drawers,-$2.00,East,Consumer,12-11-2017,Second Class,Ohio,Storage,0.2,1,-0.06,3,39
Office Supplies,Bowling Green,United States,Maurice Satty,Other,24-08-2016,CA-2016-123939,43402,Adjustable Depth Letter/Legal Cart,$49.00,East,Consumer,26-08-2016,Second Class,Ohio,Storage,0.2,1,0.11,3,436
Office Supplies,Philadelphia,United States,John Castell,Acme,25-07-2018,CA-2018-121293,19143,Acme Galleria Hot Forged Steel Scissors with Colored Handles,$4.00,East,Consumer,28-07-2018,Second Class,Pennsylvania,Supplies,0.2,1,0.11,3,38
Office Supplies,Akron,United States,Maribeth Dona,Dixon,04-09-2018,CA-2018-109757,44312,DIXON Oriole Pencils,$1.00,East,Consumer,09-09-2018,Second Class,Ohio,Art,0.2,1,0.08,4,8
Office Supplies,Akron,United States,Maribeth Dona,Other,04-09-2018,CA-2018-109757,44312,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",$4.00,East,Consumer,09-09-2018,Second Class,Ohio,Paper,0.2,1,0.33,4,12
Office Supplies,Springfield,United States,Michael Nguyen,TOPS,15-05-2017,CA-2017-165673,45503,"TOPS Voice Message Log Book, Flash Format",$6.00,East,Consumer,19-05-2017,Second Class,Ohio,Paper,0.2,1,0.36,4,15
Office Supplies,Akron,United States,Ted Trevino,Xerox,18-05-2015,CA-2015-164224,44312,Xerox 1949,$6.00,East,Consumer,20-05-2015,Second Class,Ohio,Paper,0.2,1,0.36,4,16
Office Supplies,Philadelphia,United States,Neola Schneider,Strathmore,19-01-2018,CA-2018-153045,19140,Strathmore Photo Mount Cards,$7.00,East,Consumer,24-01-2018,Second Class,Pennsylvania,Paper,0.2,1,0.33,4,22
Office Supplies,Philadelphia,United States,John Castell,Xerox,25-07-2018,CA-2018-121293,19143,Xerox 216,$7.00,East,Consumer,28-07-2018,Second Class,Pennsylvania,Paper,0.2,1,0.35,4,21
Office Supplies,Kent,United States,Ricardo Emerson,Acco,29-12-2015,CA-2015-165477,44240,Acco 6 Outlet Guardian Standard Surge Suppressor,$6.00,East,Consumer,31-12-2015,Second Class,Ohio,Appliances,0.2,1,0.13,5,48
Office Supplies,Columbus,United States,Brian Derr,Belkin,05-10-2015,CA-2015-152422,43229,Belkin F5C206VTEL 6 Outlet Surge,$11.00,East,Consumer,10-10-2015,Second Class,Ohio,Appliances,0.2,1,0.13,5,92
Office Supplies,Dublin,United States,Christine Sundaresam,Newell,16-06-2018,CA-2018-111269,43017,Newell 330,$2.00,East,Consumer,18-06-2018,Second Class,Ohio,Art,0.2,1,0.08,5,24
Office Supplies,Philadelphia,United States,Art Foster,Dixon,10-05-2015,CA-2015-114181,19134,DIXON Ticonderoga Erasable Checking Pencils,$5.00,East,Consumer,14-05-2015,Second Class,Pennsylvania,Art,0.2,1,0.24,5,22
Office Supplies,New York City,United States,Brian Derr,Avery,05-12-2016,CA-2016-110814,10009,Avery Arch Ring Binders,$78.00,East,Consumer,09-12-2016,Second Class,New York,Binders,0.2,1,0.34,5,232
Office Supplies,Newark,United States,Bruce Degenhardt,Staple envelope,25-02-2017,CA-2017-165015,43055,Staple envelope,$18.00,East,Consumer,27-02-2017,Second Class,Ohio,Envelopes,0.2,1,0.38,5,47
Office Supplies,Springfield,United States,Troy Staebel,SAFCO,17-09-2017,CA-2017-131093,45503,Safco Industrial Shelving,-$63.00,East,Consumer,20-09-2017,Second Class,Ohio,Storage,0.2,1,-0.21,5,295
Office Supplies,Philadelphia,United States,John Castell,Fellowes,25-07-2018,CA-2018-121293,19143,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,-$26.00,East,Consumer,28-07-2018,Second Class,Pennsylvania,Storage,0.2,1,-0.1,5,260
Office Supplies,Toledo,United States,Art Foster,Staple remover,10-11-2017,CA-2017-115588,43615,Staple remover,-$3.00,East,Consumer,12-11-2017,Second Class,Ohio,Supplies,0.2,1,-0.23,5,15
Office Supplies,Cincinnati,United States,Raymond Buch,Newell,25-09-2018,CA-2018-162572,45231,Newell 311,$1.00,East,Consumer,27-09-2018,Second Class,Ohio,Art,0.2,1,0.09,6,11
Office Supplies,New York City,United States,Resi Pölking,Avery,27-11-2018,CA-2018-103352,10011,"Avery Flip-Chart Easel Binder, Black",$36.00,East,Consumer,30-11-2018,Second Class,New York,Binders,0.2,1,0.34,6,107
Office Supplies,New York City,United States,Christina DeMoss,GBC,05-11-2018,CA-2018-102925,10024,GBC Prestige Therm-A-Bind Covers,$56.00,East,Consumer,10-11-2018,Second Class,New York,Binders,0.2,1,0.34,6,165
Office Supplies,Yonkers,United States,Aimee Bixby,GBC,05-03-2015,CA-2015-169061,10701,GBC Wire Binding Combs,$17.00,East,Consumer,08-03-2015,Second Class,New York,Binders,0.2,1,0.34,6,50
Office Supplies,Columbus,United States,Chloris Kastensmidt,Stockwell,11-03-2015,CA-2015-166884,43229,Stockwell Push Pins,$2.00,East,Consumer,16-03-2015,Second Class,Ohio,Fasteners,0.2,1,0.16,6,10
Office Supplies,Philadelphia,United States,Gene McClure,Southworth,26-03-2016,CA-2016-167374,19140,Southworth 25% Cotton Antique Laid Paper & Envelopes,$13.00,East,Consumer,30-03-2016,Second Class,Pennsylvania,Paper,0.2,1,0.31,6,40
Office Supplies,Philadelphia,United States,Evan Henry,Xerox,16-09-2018,CA-2018-112984,19143,Xerox 1927,$6.00,East,Consumer,18-09-2018,Second Class,Pennsylvania,Paper,0.2,1,0.31,6,21
Office Supplies,Columbus,United States,Joe Kamberova,Xerox,01-12-2015,CA-2015-150798,43229,Xerox 214,$13.00,East,Consumer,03-12-2015,Second Class,Ohio,Paper,0.2,1,0.35,7,36
Office Supplies,Philadelphia,United States,Joseph Airdo,Martin-Yale,22-09-2018,CA-2018-158379,19134,Martin Yale Chadless Opener Electric Letter Opener,"-$1,049.00",East,Consumer,26-09-2018,Second Class,Pennsylvania,Supplies,0.2,1,-0.23,7,4664
Office Supplies,Lancaster,United States,Darrin Martin,Avanti,24-08-2018,CA-2018-139717,43130,Avanti 1.7 Cu. Ft. Refrigerator,$65.00,East,Consumer,26-08-2018,Second Class,Ohio,Appliances,0.2,1,0.1,8,646
